"Case Number","Incident Datetime","Incident ID","Incident Type Primary","Incident Description","Parent Incident Type","Hour of Day","Day of Week","Address","City","State","Location","Latitude","Longitude","Created At","updated_at","zip_code","neighborhood","Council District","Council District 2011","Census Tract","Census Block Group","Census Block","2010 Census Tract ","2010 Census Block Group","2010 Census Block","Police District","TRACTCE20","GEOID20_tract","GEOID20_blockgroup","GEOID20_block"
"25-2780971","2025 Oct 05 09:20:25 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","21","Sunday","E FERRY ST & ALEXANDER PL","Buffalo","NY","POINT (-78.857 42.915)","42.915","-78.857","2025 Oct 05 09:21:25 PM",,"14208","Masten Park","MASTEN","MASTEN","168.02","1","1009","168","3","3008","District E","016802","36029016802","360290168021","360290168021009"
"25-2780975","2025 Oct 05 09:28:46 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","21","Sunday","1700 Block BROADWAY","Buffalo","NY","POINT (-78.807 42.898)","42.898","-78.807","2025 Oct 05 09:29:46 PM",,"14211","Genesee-Moselle","LOVEJOY","LOVEJOY","30","2","2009","30","2","2005","District C","003000","36029003000","360290030002","360290030002009"
"25-2781027","2025 Oct 05 10:35:37 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","22","Sunday","100 Block BECK ST","Buffalo","NY","POINT (-78.838 42.897)","42.897","-78.838","2025 Oct 05 10:37:37 PM",,"14212","Broadway Fillmore","FILLMORE","FILLMORE","27.03","1","1012","27.02","4","4004","District C","002703","36029002703","360290027031","360290027031012"
"25-2790073","2025 Oct 06 12:00:00 AM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","1","Monday","1100 Block E FERRY ST","Buffalo","NY","POINT (-78.821 42.915)","42.915","-78.821","2025 Oct 06 01:22:43 AM",,"14215","Genesee-Moselle","MASTEN","MASTEN","36","4","4012","36","4","4003","District E","003600","36029003600","360290036004","360290036004012"
"25-2821161","2025 Oct 06 12:00:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","23","Thursday","0 Block ELMHURST PL","Buffalo","NY","POINT (-78.876 42.941)","42.941","-78.876","2025 Oct 09 11:20:47 PM",,"14216","Parkside","NORTH","NORTH","54","2","2004","54","2","2003","District D","005400","36029005400","360290054002","360290054002004"
"25-2800551","2025 Oct 06 12:00:37 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Tuesday","0 Block CURRY WK","Buffalo","NY","POINT (-78.855 42.884)","42.884","-78.855","2025 Oct 07 12:33:37 PM",,"14204","Pratt-Willert","ELLICOTT","ELLICOTT","14.04","1","1002","14.02","2","2003","District B","001404","36029001404","360290014041","360290014041002"
"25-2800733","2025 Oct 06 12:00:53 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","15","Tuesday","300 Block GOODYEAR AV","Buffalo","NY","POINT (-78.822 42.906)","42.906","-78.822","2025 Oct 07 03:18:53 PM",,"14211","Genesee-Moselle","FILLMORE","FILLMORE","29","3","3005","29","3","3005","District C","002900","36029002900","360290029003","360290029003005"
"25-2790572","2025 Oct 06 12:30:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Monday","0 Block WOLTZ AV","Buffalo","NY","POINT (-78.836 42.896)","42.896","-78.836","2025 Oct 06 12:49:01 PM",,"14212","Broadway Fillmore","FILLMORE","FILLMORE","27.03","1","1014","27.02","4","4006","District C","002703","36029002703","360290027031","360290027031014"
"25-2790065","2025 Oct 06 01:08:36 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","1","Monday","400 Block ADAMS ST","Buffalo","NY","POINT (-78.851 42.892)","42.892","-78.851","2025 Oct 06 01:09:36 AM",,"14212","Broadway Fillmore","ELLICOTT","ELLICOTT","166","4","4016","166","4","4014","District C","016600","36029016600","360290166004","360290166004016"
"25-2790094","2025 Oct 06 01:58:37 AM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","1","Monday","600 Block HIGHGATE AV","Buffalo","NY","POINT (-78.804 42.948)","42.948","-78.804","2025 Oct 06 01:59:37 AM",,"14215","Kensington-Bailey","UNIVERSITY","UNIVERSITY","43","1","1001","43","1","1001","District E","004300","36029004300","360290043001","360290043001001"
"25-2790122","2025 Oct 06 02:45:53 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","2","Monday","300 Block MASSACHUSETTS AV","Buffalo","NY","POINT (-78.887 42.913)","42.913","-78.887","2025 Oct 06 02:46:53 AM",,"14213","West Side","NIAGARA","NIAGARA","69.01","1","1003","69.01","1","1003","District B","006901","36029006901","360290069011","360290069011003"
"25-2790159","2025 Oct 06 04:14:10 AM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","4","Monday","0 Block BROADWAY","Buffalo","NY","POINT (-78.87 42.886)","42.886","-78.87","2025 Oct 06 04:14:10 AM",,"14203","Central","ELLICOTT","ELLICOTT","165","1","1027","165","1","1077","District B","016500","36029016500","360290165001","360290165001027"
"25-2810543","2025 Oct 06 05:30:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Wednesday","100 Block GLENWOOD AV","Buffalo","NY","POINT (-78.861 42.912)","42.912","-78.861","2025 Oct 08 12:14:01 PM",,"14209","Masten Park","ELLICOTT","ELLICOTT","168.02","2","2020","168","4","4018","District E","016802","36029016802","360290168022","360290168022020"
"25-2790209","2025 Oct 06 06:45:35 AM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","6","Monday","600 Block FULTON ST","Buffalo","NY","POINT (-78.846 42.87)","42.87","-78.846","2025 Oct 06 06:46:35 AM",,"14210","Ellicott","FILLMORE","FILLMORE","164","4","4003","164","2","2022","District A","016400","36029016400","360290164004","360290164004003"
"25-2790284","2025 Oct 06 08:34:58 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","8","Monday","3300 Block MAIN ST","Buffalo","NY","POINT (-78.822 42.955)","42.955","-78.822","2025 Oct 06 08:35:58 AM",,"14214","University Heights","UNIVERSITY","UNIVERSITY","46.01","4","4012","46.01","3","3014","District E","004601","36029004601","360290046014","360290046014012"
"25-2790300","2025 Oct 06 08:48:38 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","8","Monday","100 Block KEYSTONE AV","Buffalo","NY","POINT (-78.81 42.906)","42.906","-78.81","2025 Oct 06 08:49:38 AM",,"14211","Genesee-Moselle","LOVEJOY","LOVEJOY","30","3","3002","30","3","3003","District C","003000","36029003000","360290030003","360290030003002"
"25-2790304","2025 Oct 06 08:57:39 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","8","Monday","0 Block COLLINS WK","Buffalo","NY","POINT (-78.802 42.931)","42.931","-78.802","2025 Oct 06 08:58:39 AM",,"14215","Kenfield","UNIVERSITY","UNIVERSITY","44.02","1","1003","44.02","1","1000","District E","004402","36029004402","360290044021","360290044021003"
"25-2790361","2025 Oct 06 09:47:12 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","9","Monday","0 Block W HURON ST","Buffalo","NY","POINT (-78.877 42.889)","42.889","-78.877","2025 Oct 06 09:47:12 AM",,"14202","Central","FILLMORE","ELLICOTT","165","2","2021","165","1","1023","District B","016500","36029016500","360290165002","360290165002021"
"25-2790382","2025 Oct 06 10:02:59 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","10","Monday","400 Block S DIVISION ST","Buffalo","NY","POINT (-78.859 42.88)","42.88","-78.859","2025 Oct 06 10:03:59 AM",,"14204","Ellicott","ELLICOTT","ELLICOTT","164","3","3001","164","4","4001","District A","016400","36029016400","360290164003","360290164003001"
"25-2790405","2025 Oct 06 10:24:58 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","10","Monday","800 Block WILLIAM ST","Buffalo","NY","POINT (-78.84 42.885)","42.885","-78.84","2025 Oct 06 10:25:58 AM",,"14206","Broadway Fillmore","FILLMORE","FILLMORE","17","1","1007","17","1","1008","District C","001700","36029001700","360290017001","360290017001007"
"25-2790420","2025 Oct 06 10:34:14 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","10","Monday","100 Block FOREST AV","Buffalo","NY","POINT (-78.892 42.927)","42.927","-78.892","2025 Oct 06 10:35:14 AM",,"14213","Upper West Side","NIAGARA","NORTH","171","2","2002","171","2","2002","District D","017100","36029017100","360290171002","360290171002002"
"25-2790458","2025 Oct 06 11:25:11 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","11","Monday","100 Block IVY ST","Buffalo","NY","POINT (-78.827 42.906)","42.906","-78.827","2025 Oct 06 11:25:11 AM",,"14211","Genesee-Moselle","ELLICOTT","FILLMORE","29","4","4003","29","4","4003","District C","002900","36029002900","360290029004","360290029004003"
"25-2800714","2025 Oct 06 12:00:37 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","14","Tuesday","0 Block PHYLLIS AV","Buffalo","NY","POINT (-78.811 42.936)","42.936","-78.811","2025 Oct 07 02:56:37 PM",,"14215","Kensington-Bailey","UNIVERSITY","UNIVERSITY","44.01","2","2005","44.01","2","2005","District E","004401","36029004401","360290044012","360290044012005"
"25-2790546","2025 Oct 06 12:28:28 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","18","Monday","1800 Block SENECA ST","Buffalo","NY","POINT (-78.815 42.86)","42.86","-78.815","2025 Oct 06 06:19:00 PM",,"14210","Seneca-Cazenovia","SOUTH","SOUTH","11","1","1007","11","1","1010","District A","001100","36029001100","360290011001","360290011001007"
"25-2790597","2025 Oct 06 01:16:40 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","13","Monday","400 Block CUMBERLAND AV","Buffalo","NY","POINT (-78.812 42.85)","42.85","-78.812","2025 Oct 06 01:17:40 PM",,"14220","South Park","SOUTH","SOUTH","9","3","3005","9","3","3005","District A","000900","36029000900","360290009003","360290009003005"
"25-2790607","2025 Oct 06 01:25:03 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","13","Monday","2100 Block ELMWOOD AV","Buffalo","NY","POINT (-78.878 42.955)","42.955","-78.878","2025 Oct 06 01:26:03 PM",,"14216","North Park","NORTH","NORTH","50","3","3005","50","3","3010","District D","005000","36029005000","360290050003","360290050003005"
"25-2800289","2025 Oct 06 01:30:00 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","8","Tuesday","300 Block MONROE ST","Buffalo","NY","POINT (-78.852 42.891)","42.891","-78.852","2025 Oct 07 08:30:37 AM",,"14212","Broadway Fillmore","ELLICOTT","ELLICOTT","166","4","4015","166","4","4013","District C","016600","36029016600","360290166004","360290166004015"
"25-2790677","2025 Oct 06 02:09:21 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","14","Monday","400 Block S PARK AV","Buffalo","NY","POINT (-78.864 42.872)","42.872","-78.864","2025 Oct 06 02:10:00 PM",,"14204","Ellicott","ELLICOTT","FILLMORE","164","1","1010","164","1","1017","District A","016400","36029016400","360290164001","360290164001010"
"25-2790719","2025 Oct 06 02:48:48 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","14","Monday","0 Block PARKSIDE CT","Buffalo","NY","POINT (-78.834 42.95)","42.95","-78.834","2025 Oct 06 02:49:48 PM",,"14214","Central Park","UNIVERSITY","UNIVERSITY","45","1","1009","45","1","1009","District D","004500","36029004500","360290045001","360290045001009"
"25-2790741","2025 Oct 06 03:06:38 PM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","15","Monday","LOVEJOY ST & BAILEY","Buffalo","NY","POINT (-78.813 42.889)","42.889","-78.813","2025 Oct 06 03:07:38 PM",,"14206","Lovejoy","LOVEJOY","LOVEJOY","23","4","4002","23","4","4002","District C","002300","36029002300","360290023004","360290023004002"
"25-2790778","2025 Oct 06 03:40:57 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","15","Monday","200 Block GRAPE ST","Buffalo","NY","POINT (-78.856 42.902)","42.902","-78.856","2025 Oct 06 03:40:57 PM",,"14204","Fruit Belt","ELLICOTT","ELLICOTT","31","2","2002","31","2","2002","District B","003100","36029003100","360290031002","360290031002002"
"25-2790800","2025 Oct 06 04:02:52 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","16","Monday","0 Block COURTLAND AV","Buffalo","NY","POINT (-78.807 42.919)","42.919","-78.807","2025 Oct 06 04:02:52 PM",,"14215","Schiller Park","LOVEJOY","LOVEJOY","37","1","1001","37","1","1001","District E","003700","36029003700","360290037001","360290037001001"
"25-2790880","2025 Oct 06 04:25:00 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","16","Monday","900 Block KENSINGTON AV","Buffalo","NY","POINT (-78.819 42.936)","42.936","-78.819","2025 Oct 06 04:55:02 PM",,"14215","Kensington-Bailey","MASTEN","MASTEN","42","4","4002","42","4","4001","District E","004200","36029004200","360290042004","360290042004002"
"25-2790852","2025 Oct 06 04:38:13 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","16","Monday","0 Block FAIRFIELD ST","Buffalo","NY","POINT (-78.842 42.937)","42.937","-78.842","2025 Oct 06 04:39:13 PM",,"14214","Parkside","DELAWARE","DELAWARE","40.02","2","2003","40.01","5","5007","District D","004002","36029004002","360290040022","360290040022003"
"25-2790863","2025 Oct 06 04:45:42 PM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","16","Monday","100 Block AUBURN AV","Buffalo","NY","POINT (-78.896 42.918)","42.918","-78.896","2025 Oct 06 04:46:42 PM",,"14213","Upper West Side","NIAGARA","NIAGARA","61","1","1021","61","1","1023","District D","006100","36029006100","360290061001","360290061001021"
"25-2790914","2025 Oct 06 05:13:29 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","17","Monday","0 Block BAYNES ST","Buffalo","NY","POINT (-78.886 42.916)","42.916","-78.886","2025 Oct 06 05:14:29 PM",,"14213","Elmwood Bidwell","NIAGARA","NIAGARA","65.01","4","4004","65.01","4","4004","District D","006501","36029006501","360290065014","360290065014004"
"25-2790942","2025 Oct 06 05:20:00 PM",,"ROBBERY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Robbery","17","Monday","2700 Block BAILEY AV","Buffalo","NY",,,,"2025 Oct 06 05:28:47 PM",,"14202","Kenfield","SOUTH","MASTEN","5","1","1000","71.02","1","1037","District A","000500","36029000500","360290005001","360290035021000"
"25-2820508","2025 Oct 06 05:30:18 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Thursday","FRANKLIN ST & W TUPPER ST","Buffalo","NY","POINT (-78.874 42.894)","42.894","-78.874","2025 Oct 09 12:53:18 PM",,"14202","Central","FILLMORE","ELLICOTT","165","2","2007","165","1","1009","District B","016500","36029016500","360290165002","360290165002007"
"25-2791022","2025 Oct 06 06:30:39 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","18","Monday","100 Block PLAYTER ST","Buffalo","NY","POINT (-78.834 42.892)","42.892","-78.834","2025 Oct 06 06:45:00 PM",,"14212","Broadway Fillmore","FILLMORE","FILLMORE","16.01","1","1013","16","3","3002","District C","001601","36029001601","360290016011","360290016011013"
"25-2810506","2025 Oct 06 08:00:00 PM",,"BURGLARY","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Breaking & Entering","11","Wednesday","100 Block RIVERSIDE AV","Buffalo","NY","POINT (-78.905 42.953)","42.953","-78.905","2025 Oct 08 11:47:11 AM",,"14207","Riverside","NORTH","NORTH","58.02","1","1004","58.02","1","1004","District D","005802","36029005802","360290058021","360290058021004"
"25-2791146","2025 Oct 06 08:39:04 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","20","Monday","600 Block ELM ST","Buffalo","NY","POINT (-78.866 42.897)","42.897","-78.866","2025 Oct 06 08:39:04 PM",,"14203","Fruit Belt","ELLICOTT","ELLICOTT","31","4","4015","31","4","4014","District B","003100","36029003100","360290031004","360290031004015"
"25-2791170","2025 Oct 06 08:56:46 PM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","20","Monday","100 Block RIVERSIDE AV","Buffalo","NY","POINT (-78.903 42.954)","42.954","-78.903","2025 Oct 06 08:56:46 PM",,"14207","Riverside","NORTH","NORTH","58.02","1","1003","58.02","1","1003","District D","005802","36029005802","360290058021","360290058021003"
"25-2800316","2025 Oct 06 11:00:44 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","9","Tuesday","500 Block ABBOTT RD","Buffalo","NY","POINT (-78.812 42.848)","42.848","-78.812","2025 Oct 07 09:01:44 AM",,"14220","South Park","SOUTH","SOUTH","8","3","3007","8","3","3007","District A","000800","36029000800","360290008003","360290008003007"
"25-2791295","2025 Oct 06 11:13:58 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","23","Monday","200 Block BENZINGER ST","Buffalo","NY","POINT (-78.806 42.892)","42.892","-78.806","2025 Oct 06 11:14:58 PM",,"14206","Lovejoy","LOVEJOY","LOVEJOY","24","1","1003","24","3","3003","District C","002400","36029002400","360290024001","360290024001003"
"25-2800977","2025 Oct 06 11:59:35 PM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","19","Tuesday","E DELAVAN AV & GRIDER ST","Buffalo","NY","POINT (-78.829 42.922)","42.922","-78.829","2025 Oct 07 07:13:35 PM",,"14215","Delavan Grider","MASTEN","MASTEN","34","5","5000","34","5","5000","District E","003400","36029003400","360290034005","360290034005000"
"25-2830364","2025 Oct 07 12:00:08 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","10","Friday","200 Block ELMWOOD AV","Buffalo","NY","POINT (-78.879 42.891)","42.891","-78.879","2025 Oct 10 10:46:08 AM",,"14201","Lower West Side","FILLMORE","FILLMORE","71.02","2","2002","71.02","2","2002","District B","007102","36029007102","360290071022","360290071022002"
"25-2800008","2025 Oct 07 12:00:20 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","0","Tuesday","2100 Block SENECA ST","Buffalo","NY","POINT (-78.809 42.854)","42.854","-78.809","2025 Oct 07 12:06:20 AM",,"14210","Seneca-Cazenovia","SOUTH","SOUTH","10","3","3001","10","3","3001","District A","001000","36029001000","360290010003","360290010003001"
"25-2800048","2025 Oct 07 01:26:46 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","2","Tuesday","1300 Block DELAWARE AV","Buffalo","NY","POINT (-78.869 42.92)","42.92","-78.869","2025 Oct 07 02:00:46 AM",,"14222","Elmwood Bidwell","ELLICOTT","DELAWARE","169","1","1000","169","1","1000","District D","016900","36029016900","360290169001","360290169001000"
"25-2800087","2025 Oct 07 02:28:30 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","2","Tuesday","1900 Block NIAGARA ST","Buffalo","NY","POINT (-78.903 42.937)","42.937","-78.903","2025 Oct 07 02:29:30 AM",,"14207","Black Rock","NORTH","NORTH","59","4","4005","59","4","4005","District D","005900","36029005900","360290059004","360290059004005"
"25-2800105","2025 Oct 07 02:53:20 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","2","Tuesday","2200 Block DELAWARE AV","Buffalo","NY","POINT (-78.867 42.944)","42.944","-78.867","2025 Oct 07 02:54:20 AM",,"14216","North Park","DELAWARE","DELAWARE","49.01","2","2004","49","4","4004","District D","004901","36029004901","360290049012","360290049012004"
"25-2800291","2025 Oct 07 03:00:06 AM",,"ASSAULT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Assault","9","Tuesday","0 Block WOOD AV","Buffalo","NY",,,,"2025 Oct 07 09:46:06 AM",,"14203","Central","SOUTH","LOVEJOY","5","1","1023","5","1","1049","District A","000500","36029000500","360290005001","360290005001023"
"25-2800542","2025 Oct 07 04:30:47 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","12","Tuesday","2500 Block BAILEY AV","Buffalo","NY","POINT (-78.814 42.924)","42.924","-78.814","2025 Oct 07 12:26:47 PM",,"14215","Kenfield","LOVEJOY","LOVEJOY","41","1","1004","41","1","1010","District E","004100","36029004100","360290041001","360290041001004"
"25-2800196","2025 Oct 07 06:00:16 AM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","6","Tuesday","0 Block PLEASANT PL","Buffalo","NY","POINT (-78.85 42.921)","42.921","-78.85","2025 Oct 07 06:01:16 AM",,"14208","Hamlin Park","MASTEN","MASTEN","33.01","1","1002","33.01","1","1003","District E","003301","36029003301","360290033011","360290033011002"
"25-2800210","2025 Oct 07 06:43:00 AM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","6","Tuesday","0 Block ABBOTTSFORD PL","Buffalo","NY","POINT (-78.883 42.926)","42.926","-78.883","2025 Oct 07 06:44:00 AM",,"14213","Elmwood Bidwell","NIAGARA","NIAGARA","63.01","5","5002","63.01","5","5001","District D","006301","36029006301","360290063015","360290063015002"
"25-2800832","2025 Oct 07 07:45:00 AM",,"UUV","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft of Vehicle","16","Tuesday","0 Block LOWER TERRACE","Buffalo","NY",,,,"2025 Oct 07 04:49:13 PM",,"14202","Central","SOUTH","SOUTH","5","1","1084","72.02","1","1040","District A","000500","36029000500","360290005001","360290165001084"
"25-2810275","2025 Oct 07 08:28:00 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","8","Wednesday","400 Block TRENTON ST","Buffalo","NY","POINT (-78.89 42.894)","42.894","-78.89","2025 Oct 08 08:29:36 AM",,"14201","Lower West Side","NIAGARA","ELLICOTT","71.04","3","3001","71.01","2","2001","District B","007104","36029007104","360290071043","360290071043001"
"25-2800341","2025 Oct 07 09:19:58 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","9","Tuesday","200 Block JEFFERSON AV","Buffalo","NY","POINT (-78.854 42.883)","42.883","-78.854","2025 Oct 07 09:20:58 AM",,"14206","Broadway Fillmore","ELLICOTT","ELLICOTT","14.04","1","1003","14.02","2","2004","District C","001404","36029001404","360290014041","360290014041003"
"25-2800406","2025 Oct 07 10:31:07 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","10","Tuesday","100 Block SKILLEN ST","Buffalo","NY","POINT (-78.894 42.959)","42.959","-78.894","2025 Oct 07 10:32:07 AM",,"14207","Riverside","NORTH","NORTH","58.01","1","1013","58.01","1","1017","District D","005801","36029005801","360290058011","360290058011013"
"25-2800419","2025 Oct 07 10:39:50 AM",,"LARCENY/THEFT","Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.","Theft","10","Tuesday","2100 Block S PARK AV","Buffalo","NY","POINT (-78.824 42.841)","42.841","-78.824","2025 Oct 07 10:40:50 AM",,"14220","Hopkins-Tifft","SOUTH","SOUTH","1.10","2","2005","1.10","4","4005","District A","000110","36029000110","360290001102","360290001102005"
